	
1650	527.367	2.64376
1700	669.799	6.75079
1750	868.053	7.41447
1800	1101.03	11.1426



1676	2052.97	31.0192
1358	369.759	4.63949
1458	663.562	1.7839
1258	run 125
1428	569.353	7.43374
1528	986.232	5.23707
