1650	318.257	2.43844
1700	424.987	2.96713
1750	565.813	4.85645
1800	734.015	3.10792


1786	2010.4	21.0434
1463	346.738  1.72162
1490  400.441	3.66729
1540	533.882	6.84465
1540	537.746	1.8149
1340		run 135
1500  409.949	3.36004
1600	755.417	4.87062


1300	138
1400	139
