
1650	543.752	1.55548
1700	680.294	5.05957
1750	856.244	6.10615	
1800	1105.16	8.62865



1593	1990.58	13.8263
1341	507.832	2.13051
1340	504.596	4.57817
1300	138
1400	139
