27	0.0	0.0	9
39	0.0	0.0	9
51	0.0	0.0	9
52	0.0	-2.6	9
53	2.6	-2.6	9
55	5.2	-5.2	9
69	0.0	0.0	3
72	0.0	-2.6	3
73	2.6	-2.6	3
74	0.0	-5.2	3
75	5.2	-5.2	3
81	0.0	0.0	12
85	2.6	-2.6	12
86	0.0	-2.6	12
87	0.0	-5.2	12
88	-5.2	-5.2	12
